RowNames,MODI,MGF,MEE,FCEL,OII,SEB,RML,AEOS,BRC,CTC,TNL,IBC,KWD,TOPP,RARE,HAR,BKE,GG,GYMB,KRON,market,t90
1999-07-30,-0.016314778,-0.0036,-0.010802469,0.210526317,0.093023255,-0.205882356,-0.016025642,-0.151098907,0.081846155,0.030303031,0.08542636,0.044902507,-0.163594469,0.227467805,-0.125,0,0.052173913,-0.100000001,-0.505952358,0.063186817,-0.030635569,0.004142
1999-08-31,-0.064039022,-0.01389899,0.032761309,0.268115938,0.138297871,-0.1037037,-0.119739413,0.016181231,-0.142857149,-0.11607451,0.001788909,0.026737968,0.052341599,-0.006993007,-0.117647059,-0.032954544,-0.442148775,0.097222224,0,0.036821704,-0.010089464,0.00417
1999-09-30,-0.216386557,0.016742269,-0.022356495,0.205714285,-0.161993772,-0.10640496,-0.152985081,0.23407644,0.06666667,-0.197222218,0.007142857,-0.041666668,-0.071832463,-0.154929578,0.0984127,-0.010294118,0.022222223,0.32911393,0.3253012,-0.268535823,-0.022853671,0.004565
1999-10-29,0.067024127,-0.024244897,-0.00931677,-0.028436018,-0.193308547,0.0390625,0.070484579,-0.116129033,-0.088437498,-0.072664358,0.033829786,-0.116521738,-0.196022734,0.308333337,-0.078034684,-0.028231798,-0.043478262,-0.03809524,-0.063636363,0.223168656,0.062232349,0.00394
1999-11-30,0.144924626,-0.01431579,0.054858934,0.401219517,-0.041474655,0.042606518,-0.13069959,0.067153282,0.058189657,0.097014926,0.178694159,-0.129629627,0.173144877,0.159235671,0.065830722,0.261162072,-0.060606062,-0.138613865,-0.048543688,0.155988857,0.035954852,0.004302
1999-12-31,-0.115044251,-0.014623656,0.096582465,0.046997391,0.149038464,-0.168803424,0.282296658,-0.01504788,0.105906315,-0.006802721,0.037900876,0.028368793,-0.055542167,-0.08791209,0.018382354,0.089805827,-0.044354837,0.057471264,-0.081632651,0.156626508,0.082946882,0.004551
2000-01-31,-0.01,0.039999999,-0.129427791,0.496259362,0.11297071,-0.046332046,-0.108208954,-0.193055555,-0.157053411,0.08561644,-0.051853932,-0.154758617,-0.093247585,-0.1746988,-0.236101076,0.040089086,0.059071731,-0.173913047,-0.194444448,0,-0.040351909,0.004339
2000-02-29,-0.068989895,0.017617021,-0.28794992,0.99333334,0.142857149,-0.033738192,-0.065941423,-0.297762483,-0.046153847,0.009463723,0.112759642,-0.24993442,-0.04255319,-0.124087594,0.141776934,0.06188437,-0.067729086,0.013157895,0.034482758,0.058333334,0.028740389,0.004262
2000-03-31,0.101369865,0.01743158,0.0989011,0.046822742,-0.013157895,-0.009776536,0.036199097,0.487745106,0.149769589,0.137500003,0.242666662,0.245901644,0.050222222,0.108333334,0.029801324,-0.031281535,0.102564104,0.246753246,-0.119999997,-0.533464551,0.056403261,0.004793
2000-04-28,-0.121890545,0.01725,0.082661293,-0.479233235,-0.079999998,0.016949153,0.371179044,-0.551894546,-0.05266533,-0.186813191,0.162102997,-0.100350879,-0.024911031,0.052631579,0.591639876,0.08958333,-0.20542635,0,-0.121212125,0.084388189,-0.058724284,0.004941
2000-05-31,-0.076487251,-0.013525773,-0.031657357,0.064417176,0.130434781,0.022222223,0.140891716,-0.033088237,0.025531914,0.067567565,0.020332716,0.137254909,-0.01459854,0.192857146,-0.115151517,-0.113957934,0.058536585,0.0625,-0.224137932,-0.073929958,-0.037999153,0.006164
2000-06-30,0.341614902,0.038821053,-0.01923077,0.592218995,-0.025641026,-0.063858695,-0.101123594,-0.14828898,0.078838177,-0.082278483,0.4039855,-0.034482758,0.261333346,0.101796404,0.031963471,0.05399568,-0.133640558,0.127450988,0.06666667,-0.126050428,0.050815426,0.004348
2000-07-31,0,0.006693878,-0.057312254,0.068778284,-0.197368428,0.186046511,-0.015625,0.0625,-0.058230769,-0.172413796,0.138761297,0.406785727,0.059171598,-0.164402172,0.028761063,0.036885247,0.159574464,-0.156521738,0.729166687,0.317307681,-0.017470088,0.004468
2000-08-31,0.050925925,0.01689796,0.004192872,0.612193048,0.143442616,-0.044117648,-0.02463492,1.004201651,-0.049281314,0.174999997,0.15646258,-0.085987262,-0.277765363,-0.180487812,-0.032258064,0.214229256,-0.041284405,0.15463917,-0.048192769,0.091240875,0.075955302,0.005156
2000-09-29,0.001666667,-0.003636364,0.010438413,0.617384434,-0.046594981,-0.16538462,-0.167213112,0.056603774,0.045356371,-0.014184397,-0.20784314,-0.184668988,0.140625,0.166666672,0.086666666,0.018892469,-0.110047847,-0.035714287,0.101265825,-0.19732441,-0.051321931,0.005281
2000-10-31,-0.063782588,0.016571429,0.166666672,-0.204416305,-0.154135332,0.07692308,0.007874016,0.09325397,0.030743802,-0.12230216,0.098440595,-0.037948716,0.065068491,-0.017006803,0.141104296,0.227621526,0.446236551,-0.09259259,0.643678188,0.214583337,-0.023613907,0.005153
2000-11-30,0.045023698,0.006303031,0.042857144,-0.270000011,0.13333334,-0.09142857,0.051718749,0.279491842,-0.074596778,-0.057377048,-0.323562562,0.089285716,0.043601286,0.093425609,0.107526883,-0.239062503,0.059479553,0,0.447552443,-0.05317324,-0.101290807,0.005308
2000-12-29,-0.240274593,0.056808081,0.416072547,0.226726308,0.219607845,-0.017295597,-0.074906364,-0.041134752,0.178649232,-0.082608692,0.096666664,-0.077868849,0.049689442,-0.069620252,-0.133495152,0,-0.014035088,-0.010204081,0.072463766,-0.103260867,0.019491985,0.005512
2001-01-31,0.2379518,0.010615417,0.363921523,0.04284412,-0.032797467,0.07692308,0.234655842,0.369822472,0.10255079,0.204170629,0.265258372,0.103644431,0.059881628,0.034013607,0.285714298,-0.033972647,0.166120976,0.019381415,0.036036037,0.282828271,0.038430925,0.0069
2001-02-28,0.043795619,0.009035219,0.129384711,-0.34353146,0.095744744,-0.023809524,0.0041973,-0.097732179,-0.129380032,-0.086272031,-0.329807729,0.05889973,-0.010719061,0.02631579,0.013071896,-0.151304558,-0.083496049,0.066343099,-0.182608694,-0.192125991,-0.097798802,0.003967
2001-03-30,-0.030588236,0.007328206,0.219959304,0.075898804,0.043689299,0.092987806,-0.015789434,-0.174147218,0.0433437,-0.090282589,-0.285796255,-0.066014722,-0.055981927,0.03846154,-0.144086018,-0.144147143,-0.001065554,0.022761745,-0.148936167,-0.019493178,-0.068935394,0.004678
2001-04-30,0.082718417,-0.018749977,-0.058946483,0.364356458,0.10697671,0.055865921,0.026737968,0.294608742,-0.02136503,0.081818178,0.209873468,-0.077225134,0.028915681,-0.027160456,0.123618118,0.24071902,0.079999998,0.295964122,-0.298999965,0.082465172,0.083346188,0.00447
2001-05-31,-0.078192197,0.01499999,0.035095468,0.073584899,-0.012605011,0.022486772,-0.057812497,-0.012627652,-0.039634123,0.053921603,-0.168882981,0.065573774,0.10117095,0.010152225,-0.16744186,0.118897639,-0.029629648,0.059976876,-0.015691888,-0.037613835,0.010885352,0.003911
2001-06-29,0.083693482,0.006811108,-0.150214553,-0.375692844,-0.117021278,0.07849738,-0.053481948,-0.041088391,0.14698416,-0.064451844,0.039999999,0.070234127,-0.010633767,0.17487435,-0.028792439,0.072957754,-0.038167939,0.174102336,0.231884047,0.250381708,-0.017266383,0.003001
2001-07-31,0.063814364,0.019165402,-0.130566791,-0.304027736,0.012048192,0.240981281,0.015303133,0.042848986,-0.041516751,-0.096590884,-0.044086549,0.404374987,-0.104761906,-0.015397721,-0.094690323,-0.02861644,0.005291026,-0.090824798,-0.308235288,0.076190449,-0.017826904,0.003305
2001-08-31,-0.014314931,0.032621924,0.143771783,-0.103920355,-0.071428575,0.058139537,-0.000579688,-0.299319714,0.062409222,-0.003930833,0.026591452,0.102678627,0.052224368,-0.00086883,0.017106568,0.111486442,0.052631579,0.101936795,0.326530606,0.107329242,-0.059048899,0.003284
2001-09-28,-0.142657831,-0.012907995,-0.252417296,0.028472278,-0.17076923,-0.229853481,-0.197076067,-0.227184474,-0.185792342,-0.222572982,-0.124803782,0.032388631,-0.142463237,-0.165217355,-0.253243625,-0.184914812,-0.174999997,0.077705823,-0.166666687,-0.15881148,-0.09073253,0.004224
2001-10-31,-0.155817732,0.023111766,0.399317443,0.055367973,0.205936909,0.06666667,-0.102694824,0.376884431,0.067114145,0.045685258,0.117208518,-0.072941191,0.053513501,0.067708291,0.173101649,-0.013432859,0.099999979,0.022413779,0.330769181,0.398051172,0.02721858,0.002545
2001-11-30,0.04867471,-0.017507361,-0.133170709,0.005758167,0.043589763,0.21875,0.062500045,-0.108029164,0.010756094,0.116504833,-0.031350434,0.045396678,0.135454044,0.146341458,0.077893585,0.29183054,0.101928398,-0.038265288,0.358381569,0.126502842,0.078236729,0.002106
2001-12-31,0.084611796,-0.010166978,0.168823808,0.153943956,0.086977907,0.121794872,0.150191575,0.070785575,0.145539835,0.170434788,0.146058112,-0.018668795,0.092182606,0.034042522,0.147073865,0.056948684,0.114999965,0.076038867,0.015319175,0.122505866,0.017568521,0.001592
