DATE,MAT,EMN,LEG,AAPL,UTR,HB,BNK,APA,LNCR,BMET,DBD,FAST,AF,CPWR,EC,SNV,HSY,TXT,APCC,LXK,market,t90
2/29/2000,-0.07784431,-0.09874608,-0.06041666,0.1048193,-0.046875,-0.1007353,-0.2680851,0,-0.3386243,-0.1711146,0.1112113,0.01182857,-0.1741631,0.04424779,-0.145098,-0.1381579,0.03994118,0.02198953,0.2298981,0.265252,0.02874039,0.004262
3/31/2000,0.1002597,0.2783304,0.2788104,0.1848419,0.1712707,0.1193416,0.4117647,0.3649315,0.2106667,0.1022727,0.122449,0.0834512,0.1916011,-0.0480226,0.1174312,0.1593893,0.1095306,0.003278688,0.2633517,-0.1132075,0.05640326,0.004793
4/28/2000,0.172619,0.1497253,-0.005813953,-0.08651634,-0.1509434,-0.1080882,-0.1291667,-0.02638191,0.07488987,-0.01890034,0.05,0.2206266,-0.02863436,-0.4035608,0.161157,-0.01655629,-0.06666667,0.0174538,-0.1763848,0.1158392,-0.05872428,0.004941
5/31/2000,0.1015228,-0.1290323,-0.05818713,-0.3229219,-0.03888889,0.0186722,0.07655502,0.256129,-0.04918033,0.01050788,0.05515151,0.0802139,-0.001904762,-0.1890547,0,0.07744107,0.1458242,0.01311806,0.003539823,-0.4088983,-0.03799915,0.006164
6/30/2000,-0.02101382,0.05766804,-0.1762871,0.2470238,-0.08382066,0.0203666,0.09865471,-0.0333847,-0.1508621,0.06585789,-0.08041237,-0.1980198,-0.05504587,0.01840491,-0.0227758,-0.11325,-0.06506024,-0.1292829,0.1516755,-0.0358423,0.05081543,0.004348
7/31/2000,-0.1611374,-0.01832461,0.06060606,-0.02983293,-0.03829787,0.02834331,0,-0.1540914,0.08629441,0.1683902,0.01569507,0.2197531,0.131068,-0.2289157,0.05860806,0.0212766,-0.04639175,0.05063291,-0.3767228,-0.3299257,-0.01747009,0.004468
8/31/2000,-0.1073446,-0.08,0.017,0.199262,0.09070797,0.08789062,0.07755102,0.2663317,-0.04672897,0.1333799,0.003267108,0.03441295,0.2149356,0.3203125,0.03806228,0.09375,-0.07097297,-0.01752464,-0.06388206,0.5048544,0.0759553,0.005156
9/29/2000,0.1420253,-0.1332754,-0.1060071,-0.5774359,0.04106776,0.2854578,0.09160306,-0.06150794,0.125,0.03512015,-0.05973451,-0.09784736,0.09964412,-0.2071006,-0.128,0.08177778,0.2679356,-0.1714604,-0.1942257,-0.4470046,-0.05132193,0.005281
10/31/2000,0.1564246,0.1607445,0.03557312,-0.2402913,-0.01972387,0.03798883,0.01398601,-0.06448203,0.4662309,0.03392857,-0.02117647,-0.003253796,-0.02912621,-0.05970149,0.2846154,0.01769911,0.003464203,0.09349594,-0.3257329,0.1,-0.02361391,0.005153
11/30/2000,-0.02415459,0.00728863,0.002900763,-0.1565495,0.1690141,0.1027027,0.06551724,-0.05283616,0.04903417,0.0224525,0.1189423,0.07290533,0.2002667,-0.1269841,-0.05688623,0.02608696,0.1697123,0.003717472,-0.09178744,0.1151515,-0.1012908,0.005308
12/29/2000,0.1437624,0.138987,0.1609195,-0.09848485,0.1304348,0.009803922,0.03908795,0.3409091,0.2932011,0.07263514,0.1533477,-0.1095335,0.2136872,-0.09090909,0.04,0.2224859,0.01778656,-0.07506173,0.05319149,-0.03668478,0.01949199,0.005512
1/31/2001,0.02908588,-0.04184617,0.1089109,0.4537815,-0.07384615,-0.08058255,2.51E-04,-0.1778769,-0.1226725,-0.1511811,-0.1161049,0.03075171,-0.03912543,0.99,0.1067484,0.02719258,-0.07572816,0.09677419,0.3232323,0.2976023,0.03843093,0.0069
2/28/2001,0.1413189,0.1014772,-0.07333332,-0.1560694,0.03388704,0.07518484,0.01892745,0.01909726,0.1772784,0.1521336,-0.0538983,0.06236464,0.05288623,-0.1708543,0.06119739,0.00542102,0.08184868,0.03882352,-0.2557252,-0.09565217,-0.0977988,0.003967
3/30/2001,0.04599061,-0.03479105,-0.005687725,0.209315,-0.05519481,-0.04753451,-0.01547988,-0.018569,-0.1018028,0.01489533,-0.01045048,-0.09166667,-0.02285714,-0.05454545,0.08483077,-0.02489215,0.08160405,0.07899208,0.05769231,-0.1246154,-0.06893539,0.004678
4/30/2001,-0.08962797,0.08167412,0.009360391,0.1549615,0.02130588,0.05011388,-0.004276684,0.1102239,-0.05794571,0.08477587,0.1868172,0.1899082,0.08276024,0.05435895,-0.005800523,0.06592595,-0.1285343,-0.06720619,0.09769694,0.3495167,0.08334619,0.00447
5/31/2001,0.1021672,-0.05071376,0.1354972,-0.2173401,0.05921936,0.02118811,0.0328448,-0.06894934,0.163826,0.04540133,-0.05676588,0.03484969,-0.02851709,0.0729572,0.07973556,0.05559411,0.008442303,0.0865711,0.1477032,0.009116089,0.01088535,0.003911
6/29/2001,0.0629214,-0.04887218,0.005018276,0.1654135,-0.01412065,0.1074268,0.1152142,-0.147775,0.03411439,0.07588993,0.0513408,-0.07644168,-0.01610021,0.268359,-0.06736308,0.03711323,0.01764511,-0.03896892,-0.0301724,0.08485237,-0.01726638,0.003001
7/31/2001,-0.05391123,-0.07873189,0.08806167,-0.1918279,-0.02343754,-0.005253058,0.01368651,0.02364534,0.09463506,0.01300453,0.07309482,0.05679252,0.09072731,-0.02072909,0.01008136,0.08827286,-0.0218765,0.02325579,-0.1523809,-0.3201487,-0.0178269,0.003305
8/31/2001,0.005027941,-0.1159982,-0.01376716,-0.01277284,-0.00800002,-0.04063603,-0.03614979,-0.09663139,-0.1351598,-0.146344,0.09884058,0.003816794,-0.01133525,-0.1087591,0.003071015,-0.0980967,0.07326876,-0.06977984,0.03595502,0.141076,-0.0590489,0.003284
9/28/2001,-0.1295164,-0.05284872,-0.1709184,-0.1638814,0.03858701,-0.006077311,0.01454544,-0.08374175,-0.06476593,0.05863195,0.009271483,-0.133384,0.004406751,-0.3177723,-0.1121316,-0.09975646,0.01380272,-0.3522619,-0.1554591,-0.142994,-0.09073253,0.004224
10/31/2001,0.2088123,-0.05482088,0.1112821,0.1321727,0.009942367,-0.01371134,-0.0114247,0.2023256,-0.03274366,0.04273504,-0.04724408,0.03632853,-0.1209922,0.2340936,0.1333333,-0.165942,-0.02508801,-0.05831601,0.1018835,8.95E-04,0.02721858,0.002545
11/30/2001,-0.02482834,0.1183328,-0.001384434,0.2129841,0.09030677,-0.007167127,-0.01003197,-0.1052325,0.1564202,-0.08229509,0.0730028,0.02099918,-0.03993093,0.0875487,0.06760888,0.02085141,0.03189235,0.2527647,0.06915309,0.1546368,0.07823673,0.002106
12/31/2001,-0.0657251,0.02840765,0.0683919,0.02816903,0.01593827,0.04996203,0.03731006,0.193042,-0.03600268,0.1039657,0.04253668,0.1018411,0.06543186,0.05456169,-0.006082306,0.07138295,0.03421934,0.05384609,0.05087208,0.1418619,0.01756852,0.001592
